## Unknown:

  MobilityExperience: 11824828
  Modern_Storage_Pool_Deletion: 38265476
  Modern_Storage_Pool_Upgrade: 38902392
  ModernizeHandlerSingleton: 37716471
  ModernizeSecMgrCreationInShell: 54845141
  MouseHapticSettings: 59100632
  MouseHaptics2: 60972993
  MoveAdminCleanupToTempFilesMainPage: 60092947
  MoveRegionValidationToSettingsEnvironment: 59266548
  MultiTaskingSettingsRestore: 37536520
  NOCDM: 60657456
  NVAF: 59111135
  NarratorNonEnglishSettingsCrashFix: 41315933
  NarratorSettingsCrashFix: 39149636
  Narrator_AddUpdates: 59171042
  Narrator_MathReadingSystemSettings: 60876709
  NetworkSpeedTest: 57703775
  NetworkUX_BugFix_56785087: 56785087
  NetworkUX_BugFix_58541055: 58541055
  NetworkUX_BugFix_60047964: 60047964
  NetworkUX_EsimWebFlow: 55114674
  NoCBR_NoActivation: 49540344
  NodeLevelCredUIStyle: 59964925
  NodeLevelCredUIStyle__Feature_NodeLevelCredUIStyle: 0
  OHA: 58743479
  OMFMC: 57828139
  OTAUD: 60209897
  OemIntegrationInSettingsSearch: 61033135
  OnWindowResize__Feature_OnWindowResize: 0
  OneDriveCreateFAQ_RemoteFile: 59085815
  OneDriveCreateFAQ_RemoteFile__Feature_OneDriveCreateFAQ_RemoteFile: 0
  OobeBridgeTipTests__Feature_OobeBridgeTipTests: 0
  OobeHostNetworkReconnect: 53959297
  OobeHostNetworkReconnect__Feature_OobeHostNetworkReconnect: 0
  OobeHostReconnectCaptivePortal: 59214822
  OobeHostReconnectCaptivePortal__Feature_OobeHostReconnectCaptivePortal: 0
  OobeOemRegistrationMigration__Feature_OobeOemRegistrationMigration: 0
  OobePC2PCMigration: 55111207
  OobePC2PCMigration__Feature_OobePC2PCMigration: 0
  OobeRestoreDataLayer: 43933049
  PA: 55844454
  PABF: 59364987
  PABNarratorACDC__descriptor: 0
  PAST: 60155271
  PATKTI: 37007953
  PBROnlineInitCatch__descriptor: 0
  PCA: 56073636
  PCSDI: 58158308
  PCTIPCF: 54708665
  PEATest: 53433910
  PEUTMFTest: 38068770
  PFFSBF: 61249397
  PGTBValuePropCard: 50160744
  PLCSSBF: 58359454
  PSAF: 55543394
  PSKY: 52311316
  PTBFTest: 58451036
  PWASupport__Feature_PWASupport: 0
  PackagedBrowserReplacement: 27289015
  PackagedComElevationSupport: 61456009
  PassedComponentName: 58005039
  PasskeyPluginAuthenticators: 46264199
  PasskeyPrivacyAppControl: 57422627
  PasswordReset_WaitForLockAppHost__descriptor: 0
  PayNowAccountDialogInit__Feature_PayNowAccountDialogInit: 0
  PayNowSubscriptionScoobeWebView2Support__Feature_PayNowSubscriptionScoobeWebView2Support: 0
  PayNowSusbcriptionScoobeFlow: 56232737
  PenButtonAppMode: 61135870
  PenButtonBugFix5D: 61336285
  PenButtonSettingsModernization: 60362412
  PenDetachIWS: 20430744
  PenSettingsFontSwitcher: 13977457
  PeopleAppUpsell: 11184157
  PeopleBar: 6353283
  PeopleBarCapacitySetting: 13294141
  PeopleInShareUI: 8287823
  PerMachineModelRegistration: 52097363
  PerfImpTest: 54237969
  PersonalizationRecentColors: 8999293
  PluginAuthenticatorsImprovements: 61432821
  PointInTimeRestore_CFR2__descriptor: 0
  PointInTimeRestore_GA__descriptor: 0
  PointInTimeRestore_HideNonPresentSnapshots__descriptor: 0
  PointInTimeRestore_SettingsHangGuardBug__descriptor: 0
  PointInTimeRestore__descriptor: 0
  PreloadingAccountDialog__Feature_PreloadingAccountDialog: 0
  PreventAppListIndexingCrash: 37112647
  PreventRepeatedAdminChecks: 55049146
  Print_BlendedSettings: 58603927
  Print_PlatformStabilizationFixes_2026_Wave1: 57741219
  Print_PlatformStabilizationFixes_2026_Wave2: 60475541
  Print_PlatformStabilizationFixes_2026_Wave3: 61360739
  Print_PrinterRename_Fix: 58773484
  PrinterIconsInSettings: 58111409
  PromptBoxInteractionTelemetry__Feature_PromptBoxInteractionTelemetry: 0
  QMRSettingsLogging__descriptor: 0
  QueueSparkleIconAndPlaceHolderTextUpdate_DispatcherFix: 61085863
  QuietHours: 10896550
  RDP_BlendedSignInSettings: 60179851
  RDP_SystemSettingsProxy_Generic_PDU_Handling: 60290565
  RLTM: 61558864
  RQVFixARC__Feature_RQVFixARC: 0
  RTLBugFix60542406__Feature_RTLBugFix60542406: 0
  RTTest: 56104940
  RWAMD: 58546654
  RWTest: 31098490
  RackLevelNestedMirrorEnable__descriptor: 0
  RackLevelNestedMirror__descriptor: 0
  RadialControllerPerApplicationCustomTools: 8049582
  RailHotkeyFix60520509__Feature_RailHotkeyFix60520509: 0
  RailL2DismissBugFix60431686__Feature_RailL2DismissBugFix60431686: 0
  RecycleLinkAndSustainablePowerAlerts: 35056325
  RedirectDevicesPrinters: 35532193
  RedirectedBatteryIcon: 60044041
  ReduceChatBoxLoadedCrash__Feature_ReduceChatBoxLoadedCrash: 0
  ReduceForceCacheScope: 0
  ReducedAsuxAnimationEasing__Feature_ReducedAsuxAnimationEasing: 0
  ReflowAddLanguagePopUpWhenSmall: 61319715
  RegenerateEnvBeforeLaunch: 58083564
  RegisterPackageByManifest__Feature_RegisterPackageByManifest: 0
  Rejuv_Sign_In_Options: 31777845
  RemoveActivityPrivacyPage: 53036850
  RemoveAutoElevationForShadowAdmin: 0
  RemoveBatterySaverForWake: 49550391
  RemoveCustomUserAgent__Feature_RemoveCustomUserAgent: 0
  RemoveDeviceConfirmatorDeprecation: 34525664
  RemoveMiracastBanner: 35221663
  RemoveShcoreLoad__Feature_RemoveShcoreLoad: 0
  RemoveUserTileMRU: 24621400
  Remove_Clustered_Pool_Drive_Removal_Limit: 52536872
  Remove_Thin_Space_blocker: 49560522
  RemovingMailAndCalendarAppSetting: 56277800
  ResolvePathNotUpdatingAutomatically: 49650703
  RespectPowerSettingsIndexer: 43573895
  RestoreSparkPlaceholders: 43521103
  RevertUndoForOrientationCommand: 57261298
  SASBF: 53446662
  SCFF3PTest: 52441334
  SCFTest: 45425284
  SCSAMRU: 61590804
  SDIRL: 60570513
  SDSTest: 35501878
  SEBTTest: 43900052
  SEHS_FTA: 59337016
  SES: 53338564
  SEWF: 54449542
  SFS_CD_BugFixes_2406: 49766340
  SFS_CD_BugFixes_2408: 51603439
  SFS_CD_BugFixes_2409: 51603474
  SFS_CD_BugFixes_2604: 60772592
  SKAS: 50210837
  SMB1: 55920864
  SMCTest: 35553325
  SPTPTest: 38890980
  SQFTest: 41335616
  SSMCTT_Fix: 53331440
  SSOTest: 43634641
  SSPI: 59002524
  SSPM: 58971060
  STCFF: 55288104
  STWF: 56643569
  STWP_Test: 53397005
  SWT_3__Feature_SWT_3: 0
  SWT_4: 58527096
  SWT_CF__Feature_SWT_CF: 0
  ScalingSettingCheckReentrancyFix: 19566950
  Scenario55427464: 55427464
  ScoobeM365PageRegionPolicyBypass: 53175777
  ScoobeM365PageRegionPolicyBypass__Feature_ScoobeM365PageRegionPolicyBypass: 0
  ScoobeOneDrivePageRegionPolicyBypass: 53175774
  ScoobeOneDrivePageRegionPolicyBypass__Feature_ScoobeOneDrivePageRegionPolicyBypass: 0
  Scoobe_ShellHost: 58083457
  ScreenTint: 60662124
  SdbValidateRootTagsOnOpen: 0
  SearchWebView2: 37926450
  SearchWebView2_Master: 43998308
  SelectPreferredHelloCameraInSettingsApp: 42042272
  SemanticSearch_PlaceholderText: 58538385
  SendToChatPromptAutoExecution__Feature_SendToChatPromptAutoExecution: 0
  SendToCopilotV2TableSupport_Undocked__Feature_SendToCopilotV2TableSupport_Undocked: 0
  Servicing_36554195: 36554195
  Servicing_40132362: 40132362
  Servicing_AsyncAllowDrop_47476131: 47476131
  Servicing_BluetoothUX_RadioWatcherExceptionFix: 57288874
  Servicing_BrailleComboboxError_36531822: 36531822
  Servicing_CompanionsDMAFix: 60725592
  Servicing_ConsolidateSearchBox_56396777: 56396777
  Servicing_Dcr_24_04_NonSec: 45034769
  Servicing_Dcr_Future: 45467134
  Servicing_EUIThumbnailsForDestroyedTaskbar: 60705178
  Servicing_ErrorCodeGranularizationFODLPOC: 57573626
  Servicing_FileExplorerHomeDefCollectionLeak_45978227: 45978227
  Servicing_FileExplorer_GetListPerfImprovements: 46084709
  Servicing_FlightingSSOCompliance: 47826411
  Servicing_GetDSEViaRegkey: 42287267
  Servicing_GraphicsSettings_CorruptionFixes: 56335018
  Servicing_IncorrectCancelButtonNarratorInExtendedUI_37768488: 37768488
  Servicing_MercuryNewSdbTagsForBackup: 0
  Servicing_PABNarratorACDC: 55814650
  Servicing_PBROnlineInitCatch: 58290847
  Servicing_PasswordReset_WaitForLockAppHost: 56999576
  Servicing_PointInTimeRestore: 55324166
  Servicing_PointInTimeRestore_CFR2: 61698063
  Servicing_PointInTimeRestore_GA: 60394409
  Servicing_PointInTimeRestore_HideNonPresentSnapshots: 61648281
  Servicing_PointInTimeRestore_SettingsHangGuardBug: 61199990
  Servicing_QMRSettingsLogging: 57940569
  Servicing_RackLevelNestedMirror: 56643462
  Servicing_RackLevelNestedMirrorEnable: 59103248
  Servicing_RpcSecurityCallbackAccessCheck: 0
  Servicing_SearchEducationAnimatedIconThemeFix_55800030: 55800030
  Servicing_SearchEducationAnimationTypingEventFix_55435574: 55435574
  Servicing_SearchIconOnTabSwitch_56246293: 56246293
  Servicing_SearchUXHighContrastBorderFix_55802560: 55802560
  Servicing_SearchUXIconNonIndexedLocationFix_55656186: 55656186
  Servicing_ShellDataModel_HiddenPidlUnderflow: 55990087
  Servicing_ShyTaskbarExpansionNullCheck: 55367182
  Servicing_StartKeyboardNavigation_37395101: 37395101
  Servicing_StartMenuFixTouchInteractionStickySwipeUp: 45930155
  Servicing_StopSearchUXAnimationsWhenTurnedOff_55384482: 55384482
  Servicing_TFLPrePinMDMFix: 46645502
  Servicing_TaskGroupTileUpdatedRevoker: 50721388
  Servicing_TaskbarApartmentContext: 38194581
  Servicing_TaskbarBadgeProviderAsyncInit: 55377969
  Servicing_TaskbarDelayedInitDestroyGuard: 56978749
  Servicing_TaskbarDragDrop_41328421: 41328421
  Servicing_TaskbarEUICloseMinimizedStore: 59922130
  Servicing_TaskbarImmersiveShellPinFailureFix: 49147730
  Servicing_TaskbarInitializationTest: 54264929
  Servicing_TaskbarMultiMon_38545217: 38545217
  Servicing_TaskbarMultimonForeground: 44560958
  Servicing_TaskbarSnapGroupPendingItemList: 55284361
  Servicing_TaskbarSwitchToWindowDeadlock: 60973661
  Servicing_TaskbarUnpinFallbackForJumplist: 55354766
  Servicing_TelemetryStringFixInPlaceholderCode: 53256044
  Servicing_ToastCenterAccessibleNameWatson: 45053614
  Servicing_UnplateMicrosoftEdgeTiles_25482738: 25482738
  Servicing_WeakChargerToast: 55740792
  Servicing_WebSignInSafeMode_31423222: 0
  Servicing_WidgetsTaskbarButtonRecovery: 58045604
  Servicing_Widgets_ExtensionLookupFix: 58148701
  SettingsAIComponentsPage: 47688503
  SettingsAccountsInfoProgrammablePromoCard: 12908183
  SettingsApp_accessibility_assorted_bugs: 55285449
  SettingsDel: 50564196
  SettingsHomepage_AccessibilitySettingsCard: 54645886
  SettingsHomepage_YourAccountsCard: 53371975
  SettingsHomepage_YourDeviceCard: 45600144
  SettingsLogoLoader: 38897448
  SettingsNotifyRaceConditionFix: 54590481
  SettingsPersonalizedOffers: 49666228
  SettingsRedirectionGuardAdminFlows: 55841394
  SettingsRejuv_AdditionalClocks: 57159238
  SettingsRejuv_AmPm: 57413021
  SettingsRejuv_BugFixes: 58682344
  SettingsRejuv_CurrencyFormats: 57878619
  SettingsRejuv_FindMyDevice: 31292325
  SettingsRejuv_GraphicsSettings: 31267642
  SettingsRejuv_NumberFormats: 57702878
  SettingsRejuv_TimeServer: 57193719
  SettingsRejuv_Wheels_37282754: 37282754
  Settings_3PPasskeyProviders: 53807628
  Settings_ImpB_WH_60547142: 60547142
  Settings_StorageSpacesBoot: 47137995
  ShadowAdmin: 60288851
  ShadowAdmin_SFR: 53079867
  SharedPasskeyDependencies: 50627524
  ShellDataModel_HiddenPidlUnderflow__descriptor: 0
  ShellHostCrashFix__Feature_ShellHostCrashFix: 0
  ShoulderTap: 9146043
  ShowAccountsRewardsInAllowedRegions: 41170532
  ShowActivateByPhoneMoreOften: 59363471
  ShowFamilyToNonAdmins: 36466220
  ShowFamilyValuePropBannerOnFamilyPage: 36423953
  ShowHwOutOfToleransePage: 57456515
  ShyTaskbarExpansionNullCheck__descriptor: 0
  SkipInapplicableRegistryWrite: 61648473
  SkipPinnedWebsites: 60706517
  SkipSpartanInAssociationEnumeration: 31809544
  SkipThemesOnReconnect: 60272492
  SmartActionsFlyout_AFX: 55797166
  SmartActionsFlyout_AFX__Feature_SmartActionsFlyout_AFX: 0
  SmartActionsFlyout_ActionsUI: 55960886
  SmartActionsFlyout_ActionsUI__Feature_SmartActionsFlyout_ActionsUI: 0
  SmartActionsFlyout_RpcErrorCrashFixes__Feature_SmartActionsFlyout_RpcErrorCrashFixes: 0
  SmartActionsFlyout_ShowAt__Feature_SmartActionsFlyout_ShowAt: 0
  SnNoUse: 32865798
  SoftLandingAccessibilityFixes: 59485239
  SoftLandingBatching: 59979530
  SoftLandingButtonCollapseAnimationBugFix: 61025397
  SoftLandingExternalMonitorFix: 57263770
  SoftLandingGuidedTours: 58555384
  SoftLandingInternal: 58449541
  SoftLandingLightDismissFix: 60144931
  SoftLandingV2: 56624753
  SpotlightPersonalization: 9432994
  Standalone_24_08_NonSec: 45034786
  Standalone_24_11_NonSec: 45034804
  Standalone_25_03_NonSec: 45036774
  Standalone_25_05_NonSec: 45036777
  Standalone_25_06_NonSec: 45036780
  Standalone_25_07_NonSec: 45036785
  Standalone_25_08_NonSec: 45036787
  Standalone_25_09_NonSec: 45036790
  Standalone_25_10_NonSec: 45036792
  Standalone_25_11_NonSec: 45036797
  Standalone_26_01_NonSec: 58599532
  Standalone_26_02_NonSec: 58599550
  Standalone_26_03_NonSec: 58599553
  Standalone_26_04_NonSec: 58599559
  Standalone_26_05_NonSec: 58599563
  Standalone_26_06_NonSec: 58599570
  Standalone_Future: 49453572
  StartActivationDeferExplorerRpc: 61318693
  StartDeferUtmInitialization: 61362346
  StartKeyboardNavigation_37395101__descriptor: 0
  StartMenuAccountBadging: 36435151
  StartMenuFixTouchInteractionStickySwipeUp__descriptor: 0
  StartVersionTelemetry: 57785534
  StartupAndDesktopSettings: 25537832
  StateRepository_SQLiteCompileOptimizations: 61666053
  StateRepository_SRCacheContextCacheLeak: 41187197
  StateRepository_ServiceStartingMoreInProgressNotification: 56815372
  StateRepository_StateTransitionEvents: 61545597
  StateRepository_TileView_GetMaxChangeIdByUser_QueryOptimization: 56194618
  StateRepository_TryGet_UserIdAndUserSidFromUser: 61712822
  StateRepository_UseRunSynchronousOnNonSTAThread: 54446873
  StateRepository_v7500: 60840547
  StickerApp: 36321507
  SubmenuDismiss59979067__Feature_SubmenuDismiss59979067: 0
  Sudo: 46194939
  SupportPenInvokeAlways2602: 60326573
  SupportScoobeInDashboardSettingsBroker__Feature_SupportScoobeInDashboardSettingsBroker: 0
  Support_WebActivation: 60353668
  SustainabilityFixes_Q1: 57254418
  SustainabilityFixes_Q3: 54264117
  SustainabilityFixes_Q4: 61657308
  SyncDpapiCredKeyToUserProfile: 26005139
  SyncOnPreConnect: 57282811
  SystemComponentsReInstallStore: 58233992
  SystemComponentsWindowsFeatureExperiencePack: 49171408
  SystemLightTheme: 18422749
  SystemSetting_SearchCloudFileProviderSettings: 56686472
  SystemSettings_Region_DeviceSetupRegion: 54921923
  SystrayPBDT: 48525682
  TA: 59761876
  TFLPrePinMDMFix__descriptor: 0
  TMHRU: 40133961
  TPSF__Feature_TPSF: 0
  TSCFTest: 57553939
  TVF__Feature_TVF: 0
  TVSFixInCExecuteItem: 51579857
  TableExtractorNormalizationUndocked__Feature_TableExtractorNormalizationUndocked: 0
  TailoredScoobeBackupFlow: 43133808
  TailoredScoobeEligibility__Feature_TailoredScoobeEligibility: 0
  TailoredScoobeODSignUp: 51461459
  TailoredScoobeODSignUp__Feature_TailoredScoobeODSignUp: 0
  TailoredScoobePCBackup: 43231896
  TailoredScoobePCBackup__Feature_TailoredScoobePCBackup: 0
  Task57160253: 57160253
  TaskGroupTileUpdatedRevoker__descriptor: 0
  TaskbarApartmentContext__descriptor: 0
  TaskbarBadgeProviderAsyncInit__descriptor: 0
  TaskbarDeferStopInputObservation: 61170305
  TaskbarDelayedInitDestroyGuard__descriptor: 0
  TaskbarDragDrop_41328421__descriptor: 0
  TaskbarDynamicIconScaling: 29785184
  TaskbarEUICloseMinimizedStore__descriptor: 0
  TaskbarExtensibleLayoutDocked: 57941090
  TaskbarIconSizePreferenceOrderFix: 57290257
  TaskbarImmersiveShellPinFailureFix__descriptor: 0
  TaskbarInitializationTest__descriptor: 0
  TaskbarJumplistOnHover: 48980211
  TaskbarMultiMon_38545217__descriptor: 0
  TaskbarMultimonForeground__descriptor: 0
  TaskbarSnapGroupPendingItemList__descriptor: 0
  TaskbarStartupPerformanceMeasure: 40495037
  TaskbarSuggestions: 6258161
  TaskbarSwitchToWindowDeadlock__descriptor: 0
  TaskbarUnpinFallbackForJumplist__descriptor: 0
  TelemetryStringFixInPlaceholderCode__descriptor: 0
  TemplateFiltering__Feature_TemplateFiltering: 0
  Ten2Loc: 58989002
  TestAccPerf: 57048237
  TestAccPerf__Feature_TestAccPerf: 0
  TestConfNum: 54237951
  TestConfVar: 50564332
  TestCuratedActionsIrisCampaign__Feature_TestCuratedActionsIrisCampaign: 0
  TestGateImp: 54237988
  TestLabVal: 54237977
  TestLoc02: 58989092
  TestLoc03: 58989177
  TestLoc1Perf: 58988972
  TestUex12: 58989070
  TestValidate: 50565209
  ThemeHelper_CopyCollectionRaceFix: 56494524
  ThemesInStore: 5403571
  TileStoreHoloMigration: 5579305
  TileStore_GetTileInfo2: 60669622
  ToastCenterAccessibleNameWatson__descriptor: 0
  TokenRequestClientId: 59709689
  TokenRequestClientId__Feature_TokenRequestClientId: 0
  TouchOnOpenBugFix60830093__Feature_TouchOnOpenBugFix60830093: 0
  TouchShareSheetIPCRaceFix61184003__Feature_TouchShareSheetIPCRaceFix61184003: 0
  TouchShareSheetIPCRaceFix__Feature_TouchShareSheetIPCRaceFix: 0
  TouchpadAutoPanning: 61171191
  TouchpadBoostedPans: 61275205
  TouchpadCoordinateTransformations: 61157444
  TouchpadGestureImprovements2: 60062379
  TouchpadGestureSensitivity: 43167010
  TouchpadRCZSizeSetting: 48879132
  TouchpadSettingsFixes: 61157395
  TouchpadSingleFingerPanning: 27652113
  TranslateChatSuggestion__Feature_TranslateChatSuggestion: 0
  TryRunOnUIThreadGuard__Feature_TryRunOnUIThreadGuard: 0
  TutorialModeParity59948791__Feature_TutorialModeParity59948791: 0
  TzAutoupdateStandardUser: 49229351
  UOvNext: 59927085
  USB4SettingsDomainsViewer: 39305332
  UTMDR: 58623945
  UXChangesCTTAInAdminless: 53433737
  UXETest: 49208286
  UexTest7: 58989021
  UnblockingTestTakingInAdminless: 53186993
  UnifiedEnrollmentLandingPage: 5993168
  UninstallApps: 43852450
  UnplateMicrosoftEdgeTiles_25482738__descriptor: 0
  UnsupportedHardwareNotification: 33122876
  UpdateAndShutdownFlag: 59923706
  Update_BatteryIcon: 56328729
  Update_BatteryIcon_BugFix_5D: 55802812
  UseBridgeBackgroundThread__Feature_UseBridgeBackgroundThread: 0
  UseBridgePostEvent__Feature_UseBridgePostEvent: 0
  UseCentralWindowsAppRuntimeVersion: 58375066
  UseComElevationMoniker: 57184526
  UseCsWv2RuntimeSelector__Feature_UseCsWv2RuntimeSelector: 0
  UseDirectLaunchForActivatingWin32Tiles: 56170434
  UseDirectLaunchForCompanionUriLaunches: 56733879
  UseDirectLaunchFromTaskbar: 61155146
  UseNewSearchAndCortanaApps: 19263623
  UseOpenProcessForCompat: 33658374
  UseWamUserProperties__Feature_UseWamUserProperties: 0
  UxAccOptimization: 48433719
  UxConfTest: 50557073
  UxLabTest: 57048218
  UxPerfImp: 57048216
  VPN_BugFixes_2026_Bundle_1: 61354640
  VPN_BugFixes_25A: 56321339
  VPN_BugFixes_25C: 58096505
  VPN_BugFixes_25C_AutoConnectFix: 61119511
  VPN_BugFixes_25C_Differentiate_Connection_Type: 60151858
  VPN_BugFixes_25C_Disable_Fast_Reconnect_In_Sleep: 59128251
  VPN_BugFixes_25C_Fast_Reconnect_Once: 58698248
  VPN_BugFixes_25C_Find_Vpn_Channel_Fix: 59080434
  VPN_BugFixes_25C_Foreground_Activation_Use_After_Close_Fix: 47053849
  VPN_BugFixes_25C_LongDuration_Toast: 58627593
  VPN_BugFixes_25C_PluginCrashReconnect: 61033922
  VPN_BugFixes_25C_ReturnWpnToastStatus: 59916860
  VPN_BugFixes_25C_TwoProfileFix: 59802254
  VPN_BugFixes_25C_UWP_Vpn_Channel_Ref_Count_Fix: 58536616
  VPN_BugFixes_Channel_Profile_Name: 60900036
  VPN_BugFixes_Xml_Parser_Custom_Field: 60900045
  VPN_Tracelog: 59805195
  VPN_Tracelog_26_03: 0
  VS_Region__Feature_VS_Region: 0
  VT__Feature_VT: 0
  ValAccTest: 57048231
  ValConf: 50556886
  ValLabTest: 57048226
  VelTest_CS_DBD_OnRead__Feature_VelTest_CS_DBD_OnRead: 0
  VelTest_CS_DBD_OnReboot__Feature_VelTest_CS_DBD_OnReboot: 0
  VelTest_CS_DBD_OnReload__Feature_VelTest_CS_DBD_OnReload: 0
  VelTest_CS_EBD_OnRead__Feature_VelTest_CS_EBD_OnRead: 0
  VelTest_CS_EBD_OnReboot__Feature_VelTest_CS_EBD_OnReboot: 0
  VelTest_CS_EBD_OnReload__Feature_VelTest_CS_EBD_OnReload: 0
  VhdResizeFormMarginFix: 56846353
  VirtualTouchpadInitFailure: 59062108
  VirtualTouchpadTipTestFix2605: 61729927
  VoiceAccessInvokeBugFix61323511__Feature_VoiceAccessInvokeBugFix61323511: 0
  W365Boot_CopyCorrelationId: 47289434
  W365Boot_DedicatedCloudOnly: 0
  W365Boot_ManagedPCSettings_Account: 46842903
  W365Boot_ManagedPCSettings_Account_Rejuv: 53175704
  W365Boot_ManagedPCSettings_Display: 0
  W365Boot_ManagedPCSettings_Display_Rejuv: 53146827
  W365Boot_ManagedPCSettings_LocalBluetooth_Rejuv: 53146824
  W365Boot_ManagedPCSettings_Sound: 46225055
  W365Boot_ManagedPCSettings_Sound_Rejuv: 53175691
  W365Boot_ManagedPCSettings_SystemL1: 46412244
  W365Boot_ManagedPCSettings_SystemL1_Rejuv: 53175707
  W365Switch_Disconnect_and_Signout: 45350634
  WFRPCSO: 59827312
  WFS: 54841368
  WGAIDF: 57078937
  WMSS_IsEnabled__Feature_WMSS_IsEnabled: 0
  WPJRecoveryFix56099781: 56970956
  WSEQARaceConditionFix: 58472938
  WSRIF: 42034964
  WSRRemoval: 48303084
  WTA: 60538031
  WTMPublic: 41879522
  WV2HelpersFixAsyncGetOnUIThread: 61158262
  WV2HelpersOneSettingsPayloadResilience: 60552797
  WV2HelpersPlatformIfAvailable: 58273852
  WeakChargerToast__descriptor: 0
  WebSignInSafeMode_31423222__descriptor: 0
  WebView2MSAFlowMigration__Feature_WebView2MSAFlowMigration: 0
  WidgetsTaskbarButtonRecovery__descriptor: 0
  Widgets_ExtensionLookupFix__descriptor: 0
  Win32SignatureIdentity: 60730253
  WinIoTBugFixBundle_Ge_5: 54330157
  WinRTBattIcon: 55648925
  WindowServiceForStartScreenManagerAPI: 49820095
  WindowsOobeAppHost: 55090624
  WindowsOobeAppHost__Feature_WindowsOobeAppHost: 0
  WindowsSpotlightV3: 11024039
  WindowsTips: 11355840
  WinlogonExtendedLogonUITerminate: 57084381
  WinlogonNotifySubscriberRefactor: 57895682
  WinlogonStateTrace: 48819357
  WorkplaceJoin_DualEnrollment: 38375658
  WuSettings_AppUpdates: 59372441
  WxhDisableToggleOnArrowKeys: 59383284
  WxhDisableToggleOnArrowKeys__Feature_WxhDisableToggleOnArrowKeys: 0
  XAMLFileExplorerPickerNamespaceRestrictions: 14354675
  XDRDAL: 61127892
  XDRSC: 59339532

## Always Enabled:


## Enabled By Default:


## Disabled By Default:


## Always Disabled:


