## Unknown:

  FixPenPressAndHoldToggle: 60490565
  FixRadialControllerTriggersLifetime: 52988769
  FixSendToCopilotTelemetry__Feature_FixSendToCopilotTelemetry: 0
  FixSysTrayFlickerOnAutoHide: 58323063
  FixTextInputThemeButtonReflow: 61032898
  FixVolumePropertiesNavHangOnLargeVolumes: 54641841
  Fixing2ndMonitorAEPOverlap: 50123717
  FlightingSSOCompliance__descriptor: 0
  Flighting_PageV3: 61157505
  FocusSettingRejuv: 35742169
  FocusWhenSwitchingDialogs: 56253267
  FolderIconMissingFix: 58318533
  FolderPinningFix: 60329244
  FontsPage_PreserveScrollOnFilter: 57946914
  FontsPage_UninstallDialogFix: 54099338
  FormatVolumeSupportedFileSystemCheck: 61124786
  FullTrustStartMenu: 49381526
  FullTrustUndockedSearchApp_Master: 57283410
  GE_EssentialsBundle_L: 58429066
  GE_EssentialsBundle_N: 58429068
  GE_ServiceUsingFsTxLibOnReFS: 0
  GIPKOR: 23660839
  GODSATF: 54050754
  GameInput_XInputExplorer: 58572000
  GamepadLegendEnabled: 56394444
  Gamepad_NexusImprovements: 56227077
  GatePerf: 54238000
  GeVolFormatSizeIncreaseFat32: 51459868
  GetDefaultAccountTokenWXHHelper: 53284862
  GetPreferredThreadLanguage_Watson_AccessViolation_BugFix: 0
  GlobalDictionaryFix: 58305661
  GraphicsCardInAbout: 60825171
  GraphicsSettings_CorruptionFixes__descriptor: 0
  HTTest: 31403504
  HandleCDMLiteDisabled: 60134062
  HandlePoliciesRegKeyThrowing: 57049048
  HandwritingPanel: 13126689
  HandwritingPanelSettings: 11430513
  HardcodedChatSuggestionTelemetryClickedText__Feature_HardcodedChatSuggestionTelemetryClickedText: 0
  HardwareMicMuteButton: 36689271
  HardwareMicMuteConfirmator: 35232539
  HardwareMicMuteHotkey: 36756578
  HdrBrightnessPolicy: 46377795
  HdrBrightnessPolicy_SupportCustom: 48566410
  HideActivityHistoryCloudSyncSettingForAll: 47205155
  HideAddDeviceIfBluetoothUnsupported: 41734715
  HighPowerDrainFMax: 57372467
  HolographicNotifications: 9666698
  HomeDoubleFocusIndicatorFix: 58015528
  Home_YourDevice_ConsumerCard: 53343270
  Home_YourDevice_ConsumerCard_Signal_Config: 58224524
  HomepageCommercialSupport: 53281237
  HotkeyFix59991875__Feature_HotkeyFix59991875: 0
  HoverOverlapFixesInTaskbarUnglommedOverflow: 60434794
  HydrateDuringDownload: 41666070
  ID44776738: 44776738
  ID45522024: 45522024
  ID47146776: 47146776
  ID47168973: 47168973
  ID47229774: 47229774
  ID47274802: 47274802
  ID47526251: 47526251
  ID49059846: 49059846
  ID50005657: 50005657
  ID51367344: 51367344
  ID51373487: 0
  ID52435335: 52435335
  ID52525627: 52525627
  ID53060104: 53060104
  ID53103819: 53103819
  ID53863504: 53863504
  ID54107382: 54107382
  ID55228396: 55228396
  ID55370200: 55370200
  ID55856549: 55856549
  ID56517033: 56517033
  ID56526787__Feature_ID56526787: 0
  ID56699092: 56699092
  ID56916126: 56916126
  ID57004263: 57004263
  ID57308850: 57308850
  ID57466092: 57466092
  ID57467597: 57467597
  ID57511506: 57511506
  ID57666987: 57666987
  ID57824352: 57824352
  ID57896971: 57896971
  ID57953834: 57953834
  ID58073159: 58073159
  ID58225969: 58225969
  ID58336780: 58336780
  ID58445622: 58445622
  ID58790537: 58790537
  ID58954227: 58954227
  ID58974558: 58974558
  ID59009605: 59009605
  ID59138840: 59138840
  ID59158808: 59158808
  ID59204078: 59204078
  ID59213523: 59213523
  ID59214605: 59214605
  ID59344626: 59344626
  ID59399909: 59399909
  ID59787121: 59787121
  ID60525241: 60525241
  ID60556757: 60556757
  ID60749181: 60749181
  ID61149245: 61149245
  ID61301139: 61301139
  ISMResetCrashFix: 48755161
  ImageUpdateOnThemeChanged__Feature_ImageUpdateOnThemeChanged: 0
  ImeSystemDataIconCrash: 56772229
  ImmersiveColorFight: 54663121
  ImpB_WH_59294544: 59294544
  ImplVal: 54237993
  ImproveAriaSDKLoadingReliability__Feature_ImproveAriaSDKLoadingReliability: 0
  ImprovedLcuRollback: 53718292
  ImprovedUAInstallProgress: 57530288
  ImprovedUARangeRequestSupport: 60484406
  InputSupportForBcp47: 34762752
  InstalledVoicesRemovalSettingsFreezingBug: 55618220
  InstanceAwareOfficeRecommendations: 57466078
  IntegratedServicesPolicyControl: 43699941
  IntegratedServicesPolicyEnforcement: 44353396
  InvalidIteratorFix: 54457189
  IrisCampaignActions: 36230643
  IsImmersiveRemoteSessionPerfFix: 61119706
  IsoBrokerV3Apis: 60747656
  IsoEnvBrokerV3CUASupport: 61257310
  JxlPreviewImageDimensions: 60917167
  K2StartPerfAndReliability: 60878308
  KBBLS_55832598: 55832598
  KBL60828845: 60828845
  KSOD: 34912776
  KVS_BugFixes_55830752: 0
  KVS_BugFixes_60068471: 0
  KeyboardEnterSpaceIssueFix61009364__Feature_KeyboardEnterSpaceIssueFix61009364: 0
  KeyboardLegacyCplMigration: 48223870
  KeyboardSettings_InputProfileHotKeys: 57979372
  KnowYourPC_W11FAQList: 55305888
  L2DisplayOnHover__Feature_L2DisplayOnHover: 0
  LCBO: 56703986
  LCCMD: 53451155
  LCFTWDDIO: 53836418
  LCFixes: 44924088
  LCITC: 53283290
  LCTest: 31072829
  LCTextWrap: 43870737
  LIACoreNavigationClient: 13186501
  LLR: 29739188
  LPC_57752060: 57752060
  LPC_59467628: 59467628
  LaunchDimeForAquisitionUSQRenewal: 45562151
  LayoutDataCleanup: 60151159
  LegacyBaseline: 59425542
  LoadBloomCreatives: 45636699
  LocalizationFixForOfString__Feature_LocalizationFixForOfString: 0
  LocalizationFixOfDetails__Feature_LocalizationFixOfDetails: 0
  Location_Fix_DeviceSwitchOverrideConsent: 60157094
  LockMultiAdaptiveCardStatus: 47921574
  LockStatusWeatherAdaptiveCard: 47921515
  LockStatusWeatherDeepLink: 47526873
  LockscreenBackupRestoreHandler: 36766132
  LogSkippedWebApps: 58705605
  M365CopilotLanguageCheck__Feature_M365CopilotLanguageCheck: 0
  M365IconsRefreshV1: 59782038
  MCHWIF: 42593065
  MCPServerTool_Telemetry__Feature_MCPServerTool_Telemetry: 0
  MFACheckInClipRenew: 38124097
  MODSITR: 55927463
  MPAFCP: 58743488
  MRUFixesInTaskbarUnglommedOverflow: 60444265
  MSRC_OutofBound_DesktopTaskBarAdditionalClocks_BugFix: 61300427
  MTestAbSh1: 41799415
  MTestAbShESFR: 46497309
  MTestAbShMUS: 45582738
  MTestAbShRQI: 46816954
  MTestUx13: 39281392
  MTestUx15: 42105254
  MUARAPATF: 58281669
  MWTest: 27923976
  ManifestBasedBackupRestore: 41560556
  Mcp_ManifestVelocityFiltering__Feature_Mcp_ManifestVelocityFiltering: 0
  Mcp_UseSmallSessions__Feature_Mcp_UseSmallSessions: 0
  Mcp_Wave1_Docked: 60541453
  Mcp_Wave1_Docked__Feature_Mcp_Wave1_Docked: 0
  MediaQI2511: 58156969
  MediaQI2602: 59423145
  MediaQI2605: 60711085
  MigrateAppCategoryMappingsCache: 56361829
  MinuteZeroExperiences: 8497738
  ModernWpp: 0
  Modern_Storage_Pool_Deletion: 38265476
  Modern_Storage_Pool_Upgrade: 38902392
  ModernizeHandlerSingleton: 37716471
  MouseHapticSettings: 59100632
  MouseHaptics2: 60972993
  MoveAdminCleanupToTempFilesMainPage: 60092947
  MoveRegionValidationToSettingsEnvironment: 59266548
  MultiTaskingSettingsRestore: 37536520
  MumXContainerPhase2: 60057432
  MumXContainerUsage: 58675091
  MumXFallback: 58674972
  Muse_Settings_SortUninstallList: 57512629
  NBSWCF: 57126743
  NOCDM: 60657456
  NVAF: 59111135
  NWAC__Feature_NWAC: 0
  NarratorDownloadProgressFix: 49168422
  NarratorNonEnglishSettingsCrashFix: 41315933
  NarratorSettingsCrashFix: 39149636
  Narrator_AddUpdates: 59171042
  Narrator_MathReadingSystemSettings: 60876709
  Narrator_Position_Callouts_For_Taskbar_apps: 40782004
  NcPaintCaptionIconLoopFix: 33393085
  NetworkDiagnostics: 37110096
  NetworkSpeedTest: 57703775
  NetworkUX_EsimWebFlow: 55114674
  NgcWebAuthnEccSupportedInIsoContainers: 38165847
  NoCBR_NoActivation: 49540344
  NodeLevelCredUIStyle: 59964925
  NormalizeIrisFlightsId: 28962549
  NotifyInputUIMessageTryCatch: 45656204
  OHA: 58743479
  ObeyHideAllAppsPolicy_56396958: 56396958
  OnDemandRefresh: 44466961
  OnFocusChangeCheckXamlRoot: 55401223
  OneDriveCreateFAQ_RemoteFile: 59085815
  OneDriveCreateFAQ_RemoteFile__Feature_OneDriveCreateFAQ_RemoteFile: 0
  OobeHostNetworkReconnect: 53959297
  OobeHostReconnectCaptivePortal: 59214822
  OobeHost_SupportRecallConsent: 57641161
  OobePC2PCMigration: 55111207
  OobeShellHostWin32App: 52601469
  Orchestrator_Restart: 56997281
  OverflowCycleFocus_57021127: 57021127
  OverflowPositionInSetFixes: 58415436
  OverlappedWindowBehavior: 55481961
  OverrideTasksIntervals: 39448330
  PABNarratorACDC__descriptor: 0
  PATKTI: 37007953
  PC_TO_PC_Migration_App: 48753452
  PEATest: 53433910
  PEUTMFTest: 38068770
  PLButtonNarratorFix: 57184077
  PSKY: 52311316
  PWASupport__Feature_PWASupport: 0
  PackagedBrowserReplacement: 27289015
  PackagedComElevationSupport: 0
  PartialProcessLimit: 50303602
  PassedComponentName: 58005039
  PasskeyPluginAuthenticators: 46264199
  PasskeyPrivacyAppControl: 57422627
  PayNowAccountDialogInit__Feature_PayNowAccountDialogInit: 0
  PayNowAutoLaunchValueBanner: 51576196
  PayNowSusbcriptionScoobeFlow: 56232737
  PenButtonAppMode: 61135870
  PenButtonSettingsModernization: 60362412
  PenDetachIWS: 20430744
  PenSettingsFontSwitcher: 13977457
  PeopleAppUpsell: 11184157
  PeopleBar: 6353283
  PeopleBarCapacitySetting: 13294141
  PerMachineModelRegistration: 52097363
  PerfImpTest: 54237969
  PersonalizationRecentColors: 8999293
  PlayBCVS__descriptor: 0
  PlayBEvalUUPVersion__descriptor: 0
  PlayB_DownloadOptimization: 56771596
  PlayB_FeatureUpdates: 51839127
  PlayB_TestDeploymentCabOverride: 61350661
  PlayB_UUP_UALite_ResetOnLoop: 57053772
  PluginAuthenticatorsImprovements: 61432821
  PointInTimeRestore_CFR__descriptor: 0
  PointInTimeRestore_GA__descriptor: 0
  PointInTimeRestore__descriptor: 0
  PostSV2Improvements: 43912504
  Post_RTM_OCMigration: 53687490
  PowerGlobalSettings__descriptor: 0
  PreinstalledAppSupport: 35286366
  PreloadingAccountDialog__Feature_PreloadingAccountDialog: 0
  PreventAppListIndexingCrash: 37112647
  PreventRepeatedAdminChecks: 55049146
  Print_BlendedSettings: 58603927
  PromptBoxInteractionTelemetry__Feature_PromptBoxInteractionTelemetry: 0
  QAPrematureDismissal: 52869729
  QMR_UX_Update__descriptor: 0
  QueueSparkleIconAndPlaceHolderTextUpdate_DispatcherFix: 61085863
  QuietHours: 10896550
  RDP_BlendedSignInSettings: 60179851
  RDP_SystemSettingsProxy_Generic_PDU_Handling: 60290565
  RFBEFR: 56394035
  RQVFixARC__Feature_RQVFixARC: 0
  RTLBugFix60542406__Feature_RTLBugFix60542406: 0
  RWAMD: 58546654
  RWTest: 31098490
  RackLevelNestedMirrorEnable__descriptor: 0
  RackLevelNestedMirror__descriptor: 0
  RadialControllerPerApplicationCustomTools: 8049582
  RailHotkeyFix60520509__Feature_RailHotkeyFix60520509: 0
  RailL2DismissBugFix60431686__Feature_RailL2DismissBugFix60431686: 0
  RebaseBaselineOverBaseline__descriptor: 0
  Rebound: 50302864
  RecOS: 55455906
  RecomputeHashesDuringReverseDeltaCreation__descriptor: 0
  RecycleLinkAndSustainablePowerAlerts: 35056325
  ReduceChatBoxLoadedCrash__Feature_ReduceChatBoxLoadedCrash: 0
  ReducedAsuxAnimationEasing__Feature_ReducedAsuxAnimationEasing: 0
  RegisterPackageByManifest__Feature_RegisterPackageByManifest: 0
  RegistryProvider: 38063921
  Rejuv_Sign_In_Options: 31777845
  RememberDesktopSpotlightFlyoutState: 44525378
  RemoveActivityPrivacyPage: 53036850
  RemoveApartmentContexts: 58390198
  RemoveAutoElevationForShadowAdmin: 0
  RemoveBatterySaverForWake: 49550391
  RemoveFrameWorkaround: 42514611
  RemoveShcoreLoad__Feature_RemoveShcoreLoad: 0
  RemoveUnneededOverflowCoherenceCheck: 40464527
  RemoveUserTileMRU: 24621400
  Remove_Clustered_Pool_Drive_Removal_Limit: 52536872
  Remove_Thin_Space_blocker: 49560522
  RemovingMailAndCalendarAppSetting: 56277800
  RepeatedStorageSettingsDiskAndVolumesUACs: 56772405
  ReplaceDictationOverlay: 58978959
  ReportNoWinUI: 60454548
  ReportOneSettingsUsage: 36722739
  ResetRecycledTaskListButtons: 55739408
  RespectPowerSettingsIndexer: 43573895
  RestoreExtendedPlaceholders: 43521128
  RetrieveAndCacheContinuable: 50278032
  RetryBGTaskRegistrationIfNotAlreadyRegistered: 46189746
  ReturnCBSGPRRErrors__descriptor: 0
  SADTI__Feature_SADTI: 0
  SDIRL: 60570513
  SEBTTest: 43900052
  SEHS_FTA: 59337016
  SES: 53338564
  SFS_CD_BugFixes_2406: 49766340
  SFS_CD_BugFixes_2408: 51603439
  SFS_CD_BugFixes_2409: 51603474
  SFS_CD_BugFixes_2410: 51603460
  SFS_CD_BugFixes_2501: 53393881
  SFS_CD_BugFixes_2505: 55827927
  SFS_CD_BugFixes_2507: 57102088
  SFS_CD_BugFixes_2509: 57805496
  SFS_CD_BugFixes_2511: 58550741
  SFS_CD_BugFixes_2602: 59798837
  SFS_CD_BugFixes_2604: 60772592
  SKAS: 50210837
  SSPI: 59002524
  SSUWithLCUNotCrit__descriptor: 0
  STWP_Test: 53397005
  SWT_3__Feature_SWT_3: 0
  SWT_4: 58527096
  SWT_5: 61329905
  SWT_CF: 60686121
  SWT_CF__Feature_SWT_CF: 0
  SWT_XEFF: 50393577
  SafeEventRegistration_V2: 58554729
  ScalingPxShift_43766227: 43766227
  Scenario55427464: 55427464
  ScoobeM365PageRegionPolicyBypass: 53175777
  ScoobeOneDrivePageRegionPolicyBypass: 53175774
  ScoobeWascNodeDisplay: 55164311
  Scoobe_ShellHost: 58083457
  Scoobe_ShellHost_Fullscreenbugfix: 59835911
  SearchQueryTestReadinessInstrumentation: 61171490
  SearchUXPolarisChecks_56609154: 56609154
  SearchWebView2: 37926450
  SearchWebView2_Master: 43998308
  SelectPreferredHelloCameraInSettingsApp: 42042272
  SemanticSearch_PlaceholderText: 58538385
  SenBfCd2: 60983988
  SendToChatPromptAutoExecution__Feature_SendToChatPromptAutoExecution: 0
  SendToCopilotV2TableSupport_Undocked__Feature_SendToCopilotV2TableSupport_Undocked: 0
  Servicing_40132362: 40132362
  Servicing_42039263: 42039263
  Servicing_ARBECDB: 58676768
  Servicing_ArbiterOfflineImageArch: 56464558
  Servicing_AsyncAllowDrop_47476131: 47476131
  Servicing_BaselineAcquisitionFix: 49668334
  Servicing_BluetoothUX_RadioWatcherExceptionFix: 57288874
  Servicing_BrailleComboboxError_36531822: 36531822
  Servicing_CBSDeepReoffer: 58636734
  Servicing_CBSEU: 56049913
  Servicing_CBSMergeFix_CBSScavengeCorruption: 59180211
  Servicing_CBSPSC: 59218460
  Servicing_CBSPlan: 58761982
  Servicing_CBSPlan2: 59291529
  Servicing_CBSSBU: 59948262
  Servicing_CBSScavengeCorruption: 54162663
  Servicing_CategoryOverflowNarratorFix_57276123: 57276123
  Servicing_CompanionsDMAFix: 60725592
  Servicing_ConsolidateSearchBox_56396777: 56396777
  Servicing_ContextMenuLabelsCrashFix_55550636: 55550636
  Servicing_Dcr_24_04_NonSec: 45034769
  Servicing_Dcr_Future: 45467134
  Servicing_DisallowSharedLockImplicitUpgrade: 0
  Servicing_EcoQosDownlevel: 58695640
  Servicing_EnsureFocusActiveAsync_43035796: 43035796
  Servicing_ErrorCodeGranularizationFODLPOC: 57573626
  Servicing_ExplorerIntDarkMode_31144776: 31144776
  Servicing_ExtendedUIContextMenuPosition_56131351: 56131351
  Servicing_ExtensibilitySysTrayOverlap: 56669647
  Servicing_FileExplorerHomeDefCollectionLeak_45978227: 45978227
  Servicing_FileExplorer_GetListPerfImprovements: 46084709
  Servicing_FixAepFailFast_53035703: 53035703
  Servicing_FixForKeyboardNavToFolderName_56685136: 56685136
  Servicing_FixForUncontainedHideAllAppsCall_56134151: 56134151
  Servicing_FixNarratorTeachingTip_42671790: 42671790
  Servicing_FixOverlaysOnNonFocusStealingFlyouts_45900652: 45900652
  Servicing_FixTwoAEPIcon_53260350: 53260350
  Servicing_FixVoiceShortCutClickEntry_49395877: 49395877
  Servicing_FlightingSSOCompliance: 47826411
  Servicing_GleamToolTipFix_44586232: 44586232
  Servicing_GraphicsSettings_CorruptionFixes: 56335018
  Servicing_ITManagementPolicy_51446536: 51446536
  Servicing_LoaderSnapsBuffer: 0
  Servicing_LogFileProcesses: 0
  Servicing_NarratorFocusFixFlyoutV2_57012405: 57012405
  Servicing_Narrator_Pin_Unpin: 41649123
  Servicing_NeedyRunningIndicatorSizeChange_53069372: 53069372
  Servicing_NoisyAepException: 56112280
  Servicing_OffReg_CheckReg_Exception: 0
  Servicing_OutOfBoundWriteAtom: 0
  Servicing_OverlayIconUnloadAsync_33927195: 33927195
  Servicing_PABNarratorACDC: 55814650
  Servicing_PlayBCVS: 58339991
  Servicing_PlayBEvalUUPVersion: 58021325
  Servicing_PointInTimeRestore: 55324166
  Servicing_PointInTimeRestore_CFR: 59673297
  Servicing_PointInTimeRestore_GA: 60394409
  Servicing_PostureChangeCrash_52102671: 52102671
  Servicing_PowerGlobalSettings: 60709212
  Servicing_QMR_UX_Update: 59402696
  Servicing_RTLFocusNavigation_54585712: 54585712
  Servicing_RackLevelNestedMirror: 56643462
  Servicing_RackLevelNestedMirrorEnable: 59103248
  Servicing_RebaseBaselineOverBaseline: 51136552
  Servicing_RecomputeHashesDuringReverseDeltaCreation: 57220246
  Servicing_RecycledContainerTypeMismatch_56119816: 56119816
  Servicing_ReturnCBSGPRRErrors: 61273983
  Servicing_SSUWithLCUNotCrit: 54094094
  Servicing_SafeUpdateHostWindowClip: 57860517
  Servicing_SearchEducationAnimatedIconThemeFix_55800030: 55800030
  Servicing_SearchEducationAnimationTypingEventFix_55435574: 55435574
  Servicing_SearchIconOnTabSwitch_56246293: 56246293
  Servicing_SearchUXHighContrastBorderFix_55802560: 55802560
  Servicing_SearchUXIconNonIndexedLocationFix_55656186: 55656186
  Servicing_SecureDesktopBugFixes_48245029: 48245029
  Servicing_SetupDiskBackButton: 56333376
  Servicing_SetupImproveLowDiskSpace: 37968732
  Servicing_StartKeyboardNavigation_37395101: 37395101
  Servicing_StartMenuFixTouchInteractionStickySwipeUp: 45930155
  Servicing_StopRTMBaselineAcquisition: 58263318
  Servicing_StopSearchUXAnimationsWhenTurnedOff_55384482: 55384482
  Servicing_TaskbarAepHoverInvoke: 58568722
  Servicing_TaskbarBackgroundCrash_55377849: 55377849
  Servicing_TaskbarDarkPlateFix_41062168: 0
  Servicing_TaskbarShiftRightClickCrash_38343607: 38343607
  Servicing_Taskbar_Keyboard_App_Movement: 37242088
  Servicing_ThreadPriorityFix: 61025408
  Servicing_UADisableStageBeforeInstallContainer: 54879743
  Servicing_UAImproveRangeDisabledDiskSpace: 57827637
  Servicing_UALMFL: 58776831
  Servicing_UANDUPC: 58762029
  Servicing_UAPassCorrelationVectorToUaLite: 56787157
  Servicing_UAWUInfiniteLoopForLCUDownload: 60451782
  Servicing_UCMEM: 58204695
  Servicing_UaLiteTelemetryOnFailure: 49330247
  Servicing_UpdateAgentSkipUaLiteDeviceInventoryUpgrade: 58307950
  Servicing_UpdateAgent_AddUaLiteLogs: 56007147
  Servicing_UpdateAgent_Diagnostics_QI_Fix: 61187517
  Servicing_UpdateTaskbarOverflowListAnimation: 51868465
  Servicing_UseSiblingTurboStack: 61106556
  Servicing_WeakChargerToast: 55740792
  Servicing_WidgetsTaskbarButtonRecovery: 58045604
  Servicing_Widgets_ExtensionLookupFix: 58148701
  SettingConsentPageUsesIEB: 61326465
  SettingsAIComponentsPage: 47688503
  SettingsAccountsInfoProgrammablePromoCard: 12908183
  SettingsCompatGetHelp: 37864186
  SettingsDel: 0
  SettingsHomepage_AccessibilitySettingsCard: 54645886
  SettingsHomepage_YourAccountsCard: 53371975
  SettingsHomepage_YourDeviceCard: 45600144
  SettingsLogoLoader: 38897448
  SettingsNotifyRaceConditionFix: 54590481
  SettingsPersonalizedOffers: 49666228
  SettingsRejuv_AdditionalClocks: 57159238
  SettingsRejuv_AmPm: 57413021
  SettingsRejuv_BugFixes: 58682344
  SettingsRejuv_CurrencyFormats: 57878619
  SettingsRejuv_FindMyDevice: 31292325
  SettingsRejuv_Gaming: 31291312
  SettingsRejuv_GraphicsSettings: 31267642
  SettingsRejuv_NumberFormats: 57702878
  SettingsRejuv_TimeServer: 57193719
  SettingsRejuv_Wheels_37282754: 37282754
  Settings_3PPasskeyProviders: 53807628
  Settings_3PPasskeySVGFix: 60393682
  Settings_ImpB_WH_60547142: 60547142
  Settings_StorageSpacesBoot: 47137995
  SetupApi_Win32PathLimit: 0
  SetupDiskBackButton__descriptor: 0
  SetupImproveLowDiskSpace__descriptor: 0
  ShadowAdmin: 60288851
  SharedPasskeyDependencies: 50627524
  ShellUIHostCoordinator: 44685875
  ShoulderTap: 9146043
  ShowAccountsRewardsInAllowedRegions: 41170532
  ShowActivateByPhoneMoreOften: 59363471
  ShowFamilyToNonAdmins: 36466220
  ShowFamilyValuePropBannerOnFamilyPage: 36423953
  ShowHwOutOfToleransePage: 57456515
  SinglePointModePinnedFoldersV2: 57246742
  SinglePointModeRearrangePinned: 50472543
  SkipThemesOnReconnect: 60272492
  SmartActionsFlyout_AFX: 55797166
  SmartActionsFlyout_AFX__Feature_SmartActionsFlyout_AFX: 0
  SmartActionsFlyout_ActionRecommendation2__Feature_SmartActionsFlyout_ActionRecommendation2: 0
  SmartActionsFlyout_ActionsUI: 55960886
  SmartActionsFlyout_ActionsUI__Feature_SmartActionsFlyout_ActionsUI: 0
  SmartActionsFlyout_RpcErrorCrashFixes__Feature_SmartActionsFlyout_RpcErrorCrashFixes: 0
  SmartActionsFlyout_ShowAt__Feature_SmartActionsFlyout_ShowAt: 0
  SnCm: 32966687
  SnCmEnablment: 31979781
  SnapBarDiscoverabilityInlineMessage: 53655173
  SnapFlyoutDiscoverabilityInlineMessage: 53655156
  SoftLandingV2: 56624753
  SpotlightPersonalization: 9432994
  Staging_FixNarratorTeachingTipVA_48462825: 48462825
  Staging_SpeechModelProgressBarCrashBug_39655370: 39655370
  Standalone_24_06_NonSec: 49453544
  Standalone_24_08_NonSec: 45034786
  Standalone_24_11_NonSec: 45034804
  Standalone_25_01_NonSec: 45036769
  Standalone_25_03_NonSec: 45036774
  Standalone_25_04_NonSec: 45036776
  Standalone_25_05_NonSec: 45036777
  Standalone_25_06_NonSec: 45036780
  Standalone_25_07_NonSec: 45036785
  Standalone_25_08_NonSec: 45036787
  Standalone_25_09_NonSec: 45036790
  Standalone_25_10_NonSec: 45036792
  Standalone_25_11_NonSec: 45036797
  Standalone_26_01_NonSec: 58599532
  Standalone_26_02_NonSec: 58599550
  Standalone_26_03_NonSec: 58599553
  Standalone_26_04_NonSec: 58599559
  Standalone_26_05_NonSec: 58599563
  Standalone_Future: 49453572
  StartActivationDeferExplorerRpc: 61318693
  StartDeferUtmInitialization: 61362346
  StartKeyboardNavigation_37395101__descriptor: 0
  StartMenuAccountBadging: 36435151
  StartMenuFixTouchInteractionStickySwipeUp__descriptor: 0
  StartVersionTelemetry: 57785534
  StartupAndDesktopSettings: 25537832
  StickerApp: 36321507
  StopRTMBaselineAcquisition__descriptor: 0
  StopResettingInputPanelOnPreloadV2: 58388813
  StopWebAppTipTestOnNavigationFailed: 55952497
  StreamingTextDisappearingClientFix__Feature_StreamingTextDisappearingClientFix: 0
  SubmenuDismiss59979067__Feature_SubmenuDismiss59979067: 0
  Sudo: 46194939
  SuggestedChatAgentPromptProvider_JumpList: 58419385
  SupportPenInvokeAlways2602: 60326573
  Support_WebActivation: 60353668
  SustainabilityFixes_Q1: 57254418
  SustainabilityFixes_Q3: 54264117
  SwizzleForEdge: 37202025
  SyncSettingRestrictedBackupCallerIdUpdate: 48244343
  SyncSettingRestrictedUpdate: 45512408
  SysTrayHandleTaskbarExpansionChanges: 59704650
  SysTraySVCHang: 42095559
  SysTray_ExpandedChangedHandlerFix: 60927887
  SystemComponentsReInstallStore: 58233992
  SystemComponentsWindowsFeatureExperiencePack: 49171408
  SystemDiskInfo: 36713042
  SystemLightTheme: 18422749
  SystemSetting_SearchCloudFileProviderSettings: 56686472
  SystemSettings_Region_DeviceSetupRegion: 54921923
  SystrayPBDT: 48525682
  TMHRU: 40133961
  TSF4_API: 54490359
  TVF__Feature_TVF: 0
  TVSFixInCExecuteItem: 51579857
  TableExtractorNormalizationUndocked: 59987869
  TableExtractorNormalizationUndocked__Feature_TableExtractorNormalizationUndocked: 0
  TailoredScoobeBackupFlow: 43133808
  TailoredScoobeLocal: 43584642
  TailoredScoobeODSignUp: 51461459
  TailoredScoobePCBackup: 43231896
  Task57160253: 57160253
  TaskbarDefaultFocusOnStart: 49134392
  TaskbarDefaultIconFallback: 0
  TaskbarDividerConsistency: 57880036
  TaskbarDynamicIconScaling: 29785184
  TaskbarExtendedUIAcc: 57803467
  TaskbarExtensibleLayoutDocked: 57941090
  TaskbarIconPresentationTelemetry: 50628891
  TaskbarIconSizePreferenceOrderFix: 57290257
  TaskbarJumplistOnHover: 48980211
  TaskbarSuppressAnimationsFix: 54557673
  TemplateFiltering__Feature_TemplateFiltering: 0
  TemplatedStartMenuCompanions: 55543623
  Ten2Loc: 58989002
  TestAccPerf: 57048237
  TestAccPerf__Feature_TestAccPerf: 0
  TestConfNum: 54237951
  TestConfVar: 50564332
  TestCuratedActionsIrisCampaign__Feature_TestCuratedActionsIrisCampaign: 0
  TestGateImp: 54237988
  TestLabVal: 54237977
  TestLoc1Perf: 58988972
  TestUex12: 58989070
  TestValidate: 50565209
  TextBlockAutomationPropertiesFix: 58630273
  TextInputThemeCancelButton: 59009988
  TextScalingSurfaceSyncBugFix: 59901638
  ThemeHelper_ManualResetEvent: 45374920
  ThemesInStore: 5403571
  ThreadPriorityFix__descriptor: 0
  ThrowSCInSetActiveWallpaperIndex: 44347162
  TipBackgroundTaskTestUpdate: 55420144
  TokenRequestClientId: 59709689
  ToolBarLifeTimeTest_2603: 60973882
  TouchKeyboardMinorCrashFixes2511: 59311156
  TouchKeyboardMinorCrashFixes2602: 46937895
  TouchOnOpenBugFix60830093__Feature_TouchOnOpenBugFix60830093: 0
  TouchPanningOverPins: 56656277
  TouchShareSheetIPCRaceFix61184003__Feature_TouchShareSheetIPCRaceFix61184003: 0
  TouchShareSheetIPCRaceFix__Feature_TouchShareSheetIPCRaceFix: 0
  TouchpadAutoPanning: 61171191
  TouchpadBoostedPans: 61275205
  TouchpadCoordinateTransformations: 61157444
  TouchpadGestureImprovements2: 60062379
  TouchpadGestureSensitivity: 43167010
  TouchpadHapticsFollowUps: 59994362
  TouchpadPublicApis3: 60416680
  TouchpadRCZSizeSetting: 48879132
  TouchpadSettingsFixes: 61157395
  TouchpadSingleFingerPanning: 27652113
  TraditionalImeOnOffKeyOnPassword: 58288710
  TransientKeyboardSettingsOnDesktop: 58351549
  TranslateChatSuggestion__Feature_TranslateChatSuggestion: 0
  TreatDosDevicePathsAsNormalFiles: 0
  TryCatchTakeForeground: 58010678
  TryRunOnUIThreadGuard__Feature_TryRunOnUIThreadGuard: 0
